"Resource Code","Resource Name","Administrators","Staff Member - 1","Cybercom Team","Staff Member - 2","Salesman - Leor","Staff Member - 3","Salesman - 1","Staff Member Kirill","Data Team","Gabe data ","Staff Member Vera","tv","UI designer","Wiser Team","HR Jon","Salesman Allan ","Staff member Eugene","Tax Report","Staff Member - Hillel","Salesman - Ted","Staff Member - Brent","Salesman - Albert","Salesman - Elliot","Salesman- Eddy","Staff Member - dmitryS","Cybercom Catalog Update Only","Staff Member - Ron","Staff Member - 1 - irene","Salesman - 1 - leran","Staff Member - joan","Cybercom Team 2","Staff Member - tairet","Staff Member - 1 - Sid, BillM, GaryS, Neilk","Salesman - justin","Staff Member - 2 - Eugene","Salesman - Azi ","Phil","Staff Member - 1 - Valerie","Staff Member - Saidy","Administrator_Dashboard","Staff Member - Shibvon ","Staff Member - 	Marleny","Staff Member Kishan","leran_staffmember","manger4147"
"admin/sales/order/actions/order_manufacturer_email_dropdown/new_order_manual_email","Allow to send New Order Email Manually","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/actions/order_manufacturer_email_dropdown/can_req_manual_email","Allow to send Cancellation Request Email Manually","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/actions/order_manufacturer_email_dropdown/change_req_manual_email","Allow to send Change Request Email Manually","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/actions/order_manufacturer_email_dropdown/bo_now_manual_email","Allow to send BO Now Availble Email Manually","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/actions/order_manufacturer_email_dropdown/void_can_manual_email","Allow to send Void Cancellation Email Manually","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/actions/order_manufacturer_email_dropdown/send_cust_manual_email","Allow to send Custom Email To MFR Manually","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/actions/order_manufacturer_ship_warehouse","Allow to change warehouse, ship with or ship to","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/actions/update_from_rule","Allow to update location from rule","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/actions/refund_restocking_fees","Refund Rrestocking Fees","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/actions/allow_to_add_stock_details_if_order_is_in_cancellation_request_for_non_ashley_brand","Allow to Add Stock Details if Order is in cancellation request For Non Ashley Brand","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/actions/can_allowed_add_tracking_number_on_order","Can Allowed add tracking number on order","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/sales/order/actions/can_show_online_offline_refund_button","Can Show Online and Offline Refund Button","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/sales/order/actions/avatax_export","Avatax Export Log","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow"
"admin/sales/order/tracking_and_claims_tab_edit","Allow To Edit Tracking And Claims Tab","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/is_allow_to_set_bo_approved","Allow to set bo approved","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/split_action","Split","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow"
"admin/sales/order/split_action/split_bo","Split BO","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow"
"admin/sales/order/split_action/split_bo_even_if_below_min_margin","Split BO even if below min margin","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow"
"admin/sales/order/split_action/split_manual_even_if_below_min_margin","Allow Manual split even if below min margin","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow"
"admin/sales/order/zenith","Zenith","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/zenith/can_show_zenith_update_tab","Can Show Zenith Update Tab","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/ryder","Ryder","deny","allow","allow","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/ryder/can_show_ryder_update_tab","Can Show Ryder Update Tab","deny","allow","allow","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/ryder/can_show_ryder_update_tab_edit_link","Allow Edit Link In Ryder Update Tab","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/customer_emails_tab","Allow To Show Customer Email Tab","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/customer_orders_tab","Allow To Show Customer Orders","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/grid","Grid","deny","allow","deny","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","deny","allow"
"admin/sales/order/grid/allow_bill_name","Allow Bill Name Filter Validation","deny","allow","deny","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","deny","allow"
"admin/sales/order/grid/allow_ship_name","Allow Ship Name Filter Validation","deny","allow","deny","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","deny","allow"
"admin/sales/order/grid/allow_telephone","Allow Telephone Filter Validation","deny","allow","deny","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","deny","allow"
"admin/sales/order/grid/allow_email","Allow Email Filter Validation","deny","allow","deny","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","deny","allow"
"admin/sales/order/grid/ryder_status_count","Allow Ryder Status Count","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow"
"admin/sales/order/grid/ryder_event_code","Allow Ryder Event Code","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow"
"admin/sales/order/custom_edi","Edi","deny","deny","allow","allow","deny","allow","allow","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","allow"
"admin/sales/order/custom_edi/validate_and_update","Validate and Upload","deny","deny","allow","deny","deny","allow","allow","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","allow"
"admin/sales/order/custom_edi/validate_and_upload_change","Validate and Upload Change","deny","deny","allow","deny","deny","allow","allow","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","allow"
"admin/sales/order/custom_edi/cancle_and_update","Cancle and Update","deny","deny","allow","allow","deny","allow","allow","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","allow"
"admin/sales/order/allow_custom_status","Allow Only Below Status","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_custom_status/cancellation_request","Cancellation Request","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_custom_status/change_request","Change Request","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_custom_status/split_request","Split Request","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_custom_status/awaiting_cancellation_confirmation","Awaiting Cancellation Confirmation","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_custom_status/awaiting_change_confirmation","Awaiting Change Confirmation","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_custom_status/replied_cancellation_request","Replied Cancellation Request","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/can_show_all_order","Show All Orders","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/show_only_assigned_order","Show Only Assigned Order(Not Implemented Yet)","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/do_not_show_financing_order","Do Not Show Financing Order","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/show_only_verified_order","Show Only Locked Order","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/show_only_verify_order","Show Only UnLocked Order + Assigned Order(For New Salesman)","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/show_only_validated_order","Show Only Validated Order(For New Salesman)","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/show_only_front_end_order","Show Only Front End Order(For New Salesman)","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_send_verification_email_sms","Can Send Verification Email and SMS","deny","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","deny","deny","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/no_extension_for_mass_verification_email_sms","Do not show extension for mass Verification Email and SMS","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_send_bread_verification_email_sms","Can Send Bread Verification Email and SMS","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_send_validation_email_sms","Can Send Validation Email and SMS","deny","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","deny","deny","allow","deny","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_show_validation_mass_action_order_grid","Can show validation mass action on order grid","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_show_verification_mass_action_order_grid","Can show verification mass action on order grid","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_show_profit_report","Can show profit report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/is_allow_to_go_below_min_price","Allow to Go Below Min Price","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","allow","deny","allow","deny","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/note_required_for_discount","Note Required For Discount","deny","allow","deny","allow","deny","allow","allow","allow","deny","deny","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/show_only_searched_orders","Show Searched Orders ","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_top_search","Allow top order search ","deny","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_status_search","Do not Show top status search ","deny","deny","deny","allow","allow","deny","allow","allow","allow","allow","deny","deny","deny","allow","allow","allow","allow","deny","deny","allow","deny","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","deny","deny","allow","allow","allow","allow","allow","allow","deny","deny","deny","allow","deny","deny"
"admin/sales/order/shipping_cost","Do not Show Shipping cost ","deny","allow","deny","allow","allow","allow","allow","allow","allow","deny","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/shipping_actions"," Show Shipping Actions ","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/remove_location_check"," Remove from Location check Actions","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/location_check_reconfirm"," Freight to Business Location check Reconfirm","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/orderview_instock"," Show Order view Instock details ","deny","deny","allow","deny","deny","deny","allow","deny","deny","allow","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/orderview_manufacturer"," Show Order view Manufacturer details ","deny","deny","allow","deny","deny","allow","allow","allow","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","allow","deny","deny","deny","deny","allow","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/orderview_outlookmail"," Show Order view outlook mail ","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/orderview_mfrportal"," Show Order view mfr portal actions","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/orderview_customer_action"," Show Order view customer actions","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_text_search"," Do not Allow Text Search On OrderGrid ","deny","allow","deny","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_text_search_specific_col","Allow Text Search On Order Grid column Manufactures ,Payment ,DRC ,Ship to Location ","deny","deny","allow","deny","allow","allow","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_limited_status_to_search","Allow All Statuses","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_show_status_grid","Allow To Show Status On Grid","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/show_main_customer_status","Show Main customer status","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/change_only_delivered_status","Change Only After Delivery Status","deny","allow","deny","allow","deny","allow","deny","allow","deny","deny","allow","deny","deny","allow","allow","deny","allow","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","allow","allow","allow","deny","allow","deny","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/show_shipping_location","Can Show Shipping Location ","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
